HUC Code,HUC Name,Installed BMPs,Active BMPs,Installed Acres,Active Acres,Sediment Reduction (tons),Phosphorus Reduction (lbs.),Nitrogen Reduction (lbs.),Most Frequent BMP,x,y
051201060105,Tippecanoe Lake-Tippecanoe River,19,38,755.206887052,769.039738292,1372.64926972,1550.47358199,3108.29335652,Cover Crop,,
051201060201,McCarter Ditch-Deeds Creek,14,21,329.174471993,402.776492195,714.258759872,778.174526198,1562.48832426,Cover Crop,,
051201060202,Pike Lake-Deeds Creek,9,12,111.4,158.6,375.580846136,428.495706956,851.751055881,Cover Crop,,
051201060203,Winola Lake-Eagle Creek,29,31,848.87,852.2,1644.75586797,1769.89960587,3553.9945123,Cover Crop,,
051201060204,Eagle Creek-Walnut Creek,27,38,906.5,1036.3,1891.97744104,2044.72105662,4105.49013726,Cover Crop,,
051201060205,Ruple Ditch-Tippecanoe River,0,2,0,48.7,74,82,164,N/a,,
051201060301,Adams Ditch-Trimble Creek,26,26,1229,1229,1977.0451564,2163.04721087,4343.12860299,Cover Crop,,
051201060302,Pole Run Ditch-Tippecanoe River,6,7,60.96,82.36,132.628336151,145.215379412,290.217566466,Cover Crop,,
051201060303,Palestine Lake-Trimble Creek,25,25,1162.7,1162.7,1735.08870254,1927.50616901,3871.36706646,Cover Crop,,
051201060304,Ridenour Ditch-Danner Ditch,2,2,119.8,119.8,129.545976049,153.854954673,309.451647694,Cover Crop,,
051201060305,Danner Ditch-Tippecanoe River,4,5,75.5,77.5,134.644588692,151.121634531,302.300082214,Cover Crop,,
051201060401,Shatto Ditch-Tippecanoe River,33,35,1411.9,1443.7,2091.79614867,2354.53244923,4725.72075622,Cover Crop,,
051201060402,Outlet Creek,1,3,73.9,92.31,236.979583984,247.892619335,496.929660119,Cover Crop,,
051201060403,Rickle Ditch-Yellow Creek,14,14,670.103213958,670.103213958,1166.56907338,1261.28845861,2531.75356927,Cover Crop,,
051201060404,Little Yellow Creek-Yellow Creek,2,3,194.8,204,359.883309875,405.207278499,813.154531104,Cover Crop,,
051201060405,Clarence Baker Ditch-Tippecanoe River,0,12,0,4.3,1565,1565,3133,N/a,,
051201060406,Redinger Ditch-Tippecanoe River,0,0,0,0,0,0,0,N/a,,
051201060407,Lake 16-Chippewanuck Creek,3,3,47.8330578512,47.8330578512,74.1795927505,80.5354408457,161.687636666,Cover Crop,,
051201060408,Byrant Leininger Ditch-Chippenwanuck Creek,5,7,188.27,188.394104683,361.201214266,370.411028906,743.13064072,Cover Crop,,
051201060409,Reister Creek-Tippecanoe River,4,4,50,50,72.3546138082,78.777321551,158.147547623,Cover Crop,,
051201060501,Robbin Taylor Ditch,7,8,91.2,93,414.483631049,456.412292038,911.5575257,Grassed Waterway,,
051201060502,Lake Manitou- Mill Creek,9,10,222.37,222.87,387.929144524,427.588888396,858.490179844,Cover Crop,,
051201060503,Smith Ditch-Mud Creek,10,10,262.63,262.63,471.185295916,560.54178766,1121.82311757,Cover Crop,,
051201060504,Neff Ditch-Mud Creek,1,1,14.91,14.91,21.3907023668,23.3364748112,46.8505261666,Cover Crop,,
051201060505,Grube Ditch-Mud Creek,1,1,20.93,20.93,28.7809537574,31.6616277713,63.5755003913,Cover Crop,,
051201060506,Collins Ditch,2,4,80,82.2,106.273757541,118.754064452,238.536472359,Cover Crop,,
051201060507,Tilden Ditch-Mud Creek,6,6,92.7,92.7,311.530947111,349.504872782,702.089741672,Cover Crop,,
051201060508,Cowan Ditch-Eddy Creek,2,2,2.73,2.73,6,8,14,CREP CP 21 Filter Strips,,
051201060509,Zink Lake-Tippecanoe River,7,7,164.56,164.56,252.929755769,282.336832516,567.027687253,Cover Crop,,
051201060601,Lake Maxinkuckee,0,0,0,0,0,0,0,N/a,,
051201060602,House Ditch,8,11,63.7,141.13,81.7533115646,201.382492641,391.936124918,Conservation Cover,,
051201060603,Slonaker Ditch-Tippecanoe River,8,23,319.76,500.66,319.945938698,433.027246166,870.304948188,Cover Crop,,
051201060604,Bartee Ditch-Tippecanoe River,6,14,252.3,352.2,137.954187971,208.308843787,420.269637703,Cover Crop,,
051201060605,Bruce Lake-Bruce Lake Outlet,2,14,42.2,74.4043617998,335.396681522,531.49569013,1063.84971599,Cover Crop,,
051201060606,Dilts Anstis Ditch-Tippecanoe River,5,5,50,50,60.3389452991,87.1165005875,175.949618752,Cover Crop,,
051201060607,Quigley Marsh Ditch,1,4,97.5,103.4,35.7587977472,51.9854422133,105.011210061,Cover Crop,,
051201060608,Tyler Weisjahn Ditch-Tippecane Ditch,5,5,84.4,84.4,56.3303355607,80.2838014061,162.102410587,Cover Crop,,
051201060701,Headwaters Mill Creek,0,0,0,0,0,0,0,N/a,,
051201060702,Reed Olmstead Ditch-Mill Creek,0,2,0,0.233379247016,9.48278056991,7.01093729847,13.9839039315,N/a,,
051201060703,Little Mill Creek,2,2,50,50,184.591850855,210.159640301,422.303731162,Cover Crop,,
051201060704,Wilson Ditch-Mill Creek,2,2,197.21,197.21,216.560488311,248.871622851,500.194156,Cover Crop,,
051201060705,Prather Ditch-Mill Creek,5,9,79.18,94.48,40.7333865777,57.4423989391,115.962121986,Cover Crop,,
051201060801,Walsh Ditch-Grassy Creek,3,3,111.9,111.9,131.151412141,173.651534937,347.087622832,Cover Crop,,
051201060802,Headwaters Indian Creek,4,4,236.1,236.1,271.02450899,346.079698549,692.68841277,Cover Crop,,
051201060803,Fredericks Ditch-Little Indian Creek,2,2,78.2,78.2,92.9289864143,124.278277328,248.335709276,Cover Crop,,
051201060804,Little Indian Creek,6,8,316.6,318.7,504.311334587,633.030955175,1267.29746445,"Residue and Tillage Management, No-Till",,
051201060805,Town of Thornhope-Indian Creek,6,7,181.3,182.6,67.0503466856,95.6040264168,193.038936833,Cover Crop,,
051201060901,Agnew Ditch,10,13,456.7,465.1,255.747156444,371.08426986,749.550203195,Cover Crop,,
051201060902,Mud Creek,3,11,91.12,113.42,49.3032080951,68.9559099432,139.129204903,Cover Crop,,
051201060903,Budd Fisher Ditch-Tippecanoe River,12,14,461.6,465.8,203.254913122,293.239158953,592.240374871,Cover Crop,,
051201060904,Stout Ditch-Tippecanoe River,7,11,271.2,277.5,174.755460039,254.559072575,514.226955242,Cover Crop,,
051201061001,Scholtz Ditch,1,18,31.1,63.6,31.6875441301,44.9799344649,90.8235510234,Cover Crop,,
051201061002,Headwaters Big Monon Ditch,21,24,49.5,58.3,42.7113020689,62.4419848779,125.583587825,Early Successional Habitat Development/Management,,
051201061003,Thompson Ditch-Big Monon Ditch,1,5,0,15.9,36.3434757786,56.0974696465,112.011609741,Cover Crop,,
051201061004,Lincoln Ditch-Big Monon Ditch,3,11,0,13.1,84.3894132405,122.125662824,246.671289062,Cover Crop,,
051201061005,Antrim Ditch,3,3,12.1,12.1,39.4865704187,57.3212095687,115.784736429,Cover Crop,,
051201061006,Mosley Ditch,3,3,80.3,80.3,29.5989838654,42.2240324173,85.2569726475,Cover Crop,,
051201061007,Stein Ditch-Big Monon Ditch,2,3,81.8,84.1,30.0605235239,43.247273181,87.33949696,Cover Crop,,
051201061008,Big Monon Creek-Big Monon Ditch,0,3,0,4.7,2.88608503736,5.24194083481,9.5072334013,N/a,,
051201061101,Kesler Ditch-McKillip Ditch,14,16,872.41,889.61,481.872030669,642.572816702,1295.66041496,Cover Crop,,
051201061102,Hill Ditch,0,0,0,0,0,0,0,N/a,,
051201061103,McKillip Ditch,0,0,0,0,0,0,0,N/a,,
051201061104,Brown Ditch-Big Monon Creek,3,3,340.33,340.33,174.916075018,236.211276317,476.393149185,Cover Crop,,
051201061201,Weltzin Ditch-Tippecanoe River,1,2,20,34,19.989037665,30.2051525029,60.6166970235,Cover Crop,,
051201061202,Harp Ditch-Tippecanoe River,1,1,100,100,52.4023166466,70.5016748131,142.177040824,Cover Crop,,
051201061203,Hollingsworth Ditch-Hoagland Ditcj,21,22,1646.3,1663.4,1699.29905745,2338.07205523,4675.17923887,Cover Crop,,
051201061204,Winters Ditch-Hoagland Ditch,10,10,766,766,384.893547971,520.916738179,1050.6442685,Cover Crop,,
051201061205,Hoagland Bay-Hoagland Ditch,5,5,345.5,345.5,187.296468521,250.250449416,504.593081732,Cover Crop,,
051201061206,Keans Creek,2,2,60.5,60.5,36.6658633409,47.9360646338,96.6109928107,Cover Crop,,
051201061207,Headwaters Honey Creek,5,5,230.02,230.02,126.060749968,167.977328984,338.682992266,Cover Crop,,
051201061208,Lake Shafer-Tippecanoe River,0,1,0,12,9.69990845032,13.1870379419,26.6050076811,N/a,,
051201061301,Pike Creek-Tippecanoe River,1,1,107,107,55.5982718299,74.9259017664,151.104515219,Cover Crop,,
051201061302,Bell Ditch-Big Creek,1,1,1.5,1.5,15.1,15.1,30.2,Grassed Waterway,,
051201061303,Deiter Ditch-Big Creek,0,0,0,0,0,0,0,N/a,,
051201061304,Lake Freeman-Tippecanoe River,0,0,0,0,0,0,0,N/a,,
051201061305,Big Creek,0,0,0,0,0,0,0,N/a,,
051201061306,Spring Creek,1,4,7.19,19.69,43.5467354463,48.3838525946,98.0904487887,Cover Crop,,
051201061307,Myers Ditch-Moot Creek,0,0,0,0,0,0,0,N/a,,
051201061308,Moots Creek,1,9,50,65.3,281.64810356,305.251320754,610.633839218,Cover Crop,,
051201061309,Benham Cemetary-Tippecanoe River,3,3,78.8,78.8,99.4070453134,133.951721983,267.656178538,Cover Crop,,
051201070101,Headwaters Turkey Creek,3,3,205.5,205.5,274.844591259,377.318484645,753.889080531,Cover Crop,,
051201070102,North Creek-Mud Creek,0,4,0,12.5,25.0300996625,31.0888465904,62.1371653369,N/a,,
051201070103,Round Prairie Ditch-Turkey Creek,2,3,221.5,223,311.961921316,424.332602306,847.851827539,Cover Crop,,
051201070104,Middle Fork Ditch,0,0,0,0,0,0,0,N/a,,
051201070105,Grassy Fork,0,0,0,0,0,0,0,N/a,,
051201070106,Mud Creek,0,0,0,0,0,0,0,N/a,,
051201070107,Kokomo Waterworks Reservoir No. 2-Wildcat Creek,0,3,0,1.4,10.7454491287,11.6977069937,23.3885875805,N/a,,
051201070108,Taylor Run-Kokomo Creek,0,2,0,5.6,12.1048910556,16.1217228885,32.2139454852,N/a,,
051201070109,Cannon-Goyer Ditch-Wildcat Creek,0,0,0,0,0,0,0,N/a,,
051201070201,Harness Ditch-Middle Fork Wildcat Creek,10,12,319.8,323.3,644.826002855,786.598723501,1572.2919647,Cover Crop,,
051201070202,Robertson Branch-Middle Fork Wildcat Creek,0,2,0,0.5,11.630418705,9.84945695374,19.7128623713,N/a,,
051201070203,Campbells Run,4,24,189.4,217.3,1835.43257878,1927.51946489,3854.04379938,Cover Crop,,
051201070204,Town of Rossville-Middle Fork Wildcat Creek,2,8,14,20.3078971534,227.328622601,236.0861067,467.117606399,Cover Crop,,
051201070205,Hog Run-Middle Fork Wildcat Creek,6,9,130.8,133.8,300.16795074,357.889168545,715.424484618,Cover Crop,,
051201070301,Swamp Creek,4,11,118.5,134.2,382.070364205,448.336011407,896.424704594,Cover Crop,,
051201070302,Shanty Creek-Kilmore Creek,0,0,0,0,0,0,0,N/a,,
051201070303,Stump Ditch-Kilmore Creek,0,3,0,47.4776859504,261.644659647,288.260570615,576.52711205,N/a,,
051201070304,Talbert Ditch-South Fork Wildcat Creek,5,9,166.1,173.684366391,408.977554936,499.863414187,1039.23117521,Cover Crop,,
051201070305,Prairie Creek,0,12,0,25.2532598714,369.939685738,421.222340764,953.61823079,N/a,,
051201070306,Kilmore Creek,12,27,381.555601469,399.675068871,1089.18508743,1276.33904611,2548.43694798,Cover Crop,,
051201070307,Spring Creek,3,3,1.20688705234,1.20688705234,10.2175925867,9.8893437158,19.7918939887,Early Successional Habitat Development/Management,,
051201070308,Jenkins Ditch-South Fork Wildcat Creek,21,32,604,612.1,1444.30189863,1718.6356509,3435.86013192,Cover Crop,,
051201070309,Lauramie Creek,0,0,0,0,0,0,0,N/a,,
051201070310,Town of MUlberry-South Fork Wildcat Creek,0,3,0,6.25371900826,17.196046484,24.5560095726,76.9810174945,N/a,,
051201070311,Town of Dayton-South Fork Wildcat Creek,6,12,227.72,232.200716253,306.733120022,406.951779325,812.192422017,Cover Crop,,
051201070401,West Fork-Little Wildcat Creek,0,0,0,0,0,0,0,N/a,,
051201070402,Little Wildcat Creek,1,3,62.5,124.9,182.158597529,253.07001854,505.609647055,Cover Crop,,
051201070403,Kitty Run-Wildcat Creek,2,5,134.9,143.6,851.583924441,915.912815378,1832.36036321,Cover Crop,,
051201070404,Honey Creek,24,37,617.7,693.532139578,1838.64178201,2178.15263863,4352.99579306,Cover Crop,,
051201070405,Dearinger Ditch-Wildcat Creek,3,8,120.2,123.4,410.259579121,466.072999163,932.853388484,Cover Crop,,
051201070406,Petes Run-Wildcat Creek,6,12,217,219.457116621,340.296404206,439.393618602,877.076012211,Cover Crop,,
051201070407,Hurricane Creek-Hurricane Creek,13,40,210.6,349.774471993,661.748686843,904.487573887,1961.71659746,Prescribed Grazing,,
051201070408,Town of Owasco-Wildcat Creek,6,15,167,176.62943067,350.30167519,447.71114291,894.695285945,Forage and Biomass Planting,,
051201070409,Dry Run-Wildcat Creek,0,0,0,0,0,0,0,N/a,,
051201080101,Romney Fraley Ditch,5,16,331.8,363.5,955.173967356,1107.04715924,2211.92034773,Cover Crop,,
051201080102,East Branch Wea Creek,2,9,29.1,35.2,241.986419403,303.045563882,604.931079423,CREP CP 23A Wetland Restoration - Non-floodplain,,
051201080103,Haywood Ditch-Wea Creek,5,7,295.5,300,597.898448141,724.099440323,1450.38219245,Cover Crop,,
051201080104,Elliot Ditch,5,11,0.0535123966942,75.1821854913,348.466427006,232.622371975,1310.84625068,Urban: Rain Garden,,
051201080105,Little Wea Creek,54,58,1848.11478421,1853.71671258,3004.93236769,3772.97675534,7812.39245995,Cover Crop,,
051201080106,Kenny Ditch-Wea Creek,2,10,219.5,230.009182736,403.24365435,498.756360894,996.826247777,Cover Crop,,
051201080201,North Fork Burnett Creek,0,6,0,7.5,564.7,564.7,1129.3,N/a,,
051201080202,Headwaters Burnett Creek,5,10,158.1,167.2,585.813363647,658.236009111,1318.95903155,Cover Crop,,
051201080203,Cedar Hollow-Wabash River,5,24,14.6175619835,30.1210284665,28.170866486,257.661681567,278.577417342,Urban: Rain Garden,,
051201080301,Headwaters Mud Pine Creek,7,7,613.6,613.6,766.702043829,1029.77777655,2057.68462329,Cover Crop,,
051201080302,Seamons Ditch-Mud Pine Creek,9,9,645.83,645.83,703.136550748,976.283989294,1950.5695846,Cover Crop,,
051201080303,Goose Creek-Mud Pine Creek,9,11,517.5,521.7,708.319457575,931.161930876,1860.76248185,Cover Crop,,
051201080304,Spring Branch-Mud Pine Creek,4,10,246.3,250.561294766,1191.40435155,1634.62198822,3200.55938941,Cover Crop,,
051201080401,Roudebush Ditch-Big Pine Creek,5,5,395.47,395.47,232.552612232,305.029654099,614.813466401,Cover Crop,,
051201080402,Big Pine Creek Ditch-Big Pine Creek,24,24,2561.5,2561.5,2600.20609985,3581.01180249,7159.647815,Cover Crop,,
051201080403,Little Pine Creek,3,3,231.9,231.9,247.615848139,345.33491108,689.952575773,Cover Crop,,
051201080404,Owens Ditch-Big Pine Creek,10,15,775.47,778.558383838,1046.75229706,1383.0855436,2764.81069365,Cover Crop,,
051201080405,Brumm Ditch-Big Pine Creek,4,20,250.2,288.320982553,772.517145564,895.876100301,1790.97388388,Cover Crop,,
051201080406,Darby Ditch-Big Pine Creek,0,0,0,0,0,0,0,N/a,,
051201080407,Brown Ditch,2,4,59,60.840174472,142.012611587,168.071400771,335.963863117,Cover Crop,,
051201080408,Harrington Creek-Big Pine Creek,1,1,60,60,69.5049148113,95.3725555415,190.55785836,Cover Crop,,
051201080409,Pine Village-Big Pine Creek,4,12,161,165.824104683,295.589432024,363.585896555,726.301801418,Cover Crop,,
051201080410,Hog Back Hill-Big Pine Creek,0,2,0,2.8,14.7783692941,15.7619646193,30.5174551067,N/a,,
051201080501,Indian Creek,1,10,16,24.6,222.225737217,311.317153436,616.604083011,CREP CP 23A Wetland Restoration - Non-floodplain,,
051201080502,Jordan Creek-Wabash River,4,6,343,357.5,363.19102921,510.057070072,1015.49065234,Tree/Shrub Establishment,,
051201080503,Lost Creek-Wabash River,5,15,120.11,176.01,525.919520741,751.846702322,1490.37745995,Cover Crop,,
051201080504,Flint Run-Flint Creek,0,5,0,9.1,392.639816838,394.472112268,789.030823304,N/a,,
051201080505,Otterbein Ditch-Little Pine Creek,0,8,0,31.6,409.7,443.7,883.5,N/a,,
051201080506,Armstrong Creek-Little Pine Creek,12,18,681.8,697.417447199,1225.74898218,1523.43662761,3043.90737315,Cover Crop,,
051201080507,Flint Creek-Wabash River,4,8,125.2,201.65,319.516784716,426.771402834,852.770276089,Cover Crop,,
051201080508,Headwaters Kickapoo Creek,8,14,472.3,488,946.644680178,1156.12090861,2310.9073123,Cover Crop,,
051201080509,West Fork Kickapoo Creek,12,16,291.4,334,661.506248692,815.198944124,1628.40918136,Cover Crop,,
051201080510,Turkey Run-Wabash River,4,11,15.2,58.7,225.29694089,260.974800937,520.86589693,Cover Crop,,
051201080601,Headwaters Big Shawnee Creek,20,60,686.6,772.442332415,4134.47291646,4495.43846257,8981.23157472,Cover Crop,,
051201080602,Little Shawnee Creek-Big Shawnee Creek,7,10,5.2,8.5,294.496352175,296.583642469,592.055011143,Conservation Cover,,
051201080603,Fall Branch-Wabash River,9,10,163.858494031,164.958494031,548.303401585,633.170886721,1264.82054559,Cover Crop,,
051201080604,Rock Creek-Wabash River,6,6,183.5,183.5,395.106556348,469.975859109,939.495808177,Cover Crop,,
051201080605,Redwood Creek,13,22,343.4,354.565128558,1043.35322815,1186.86722,2366.94436867,"Residue and Tillage Management, No-Till",,
051201080606,Opossum Run,2,8,131.6,137.4,325.697271924,380.352515031,758.351826263,Cover Crop,,
051201080607,Racoon Creek-Wabash River,0,7,0,138,535.503660113,566.535001455,1128.01161517,N/a,,
051201080608,Mallory Branch-Wabash River,16,28,3.7160697888,8.9160697888,607.7,607.7,1212.1,Grassed Waterway,,
051201080701,Joseph Ludlow Ditch-Joseph Ludlow Ditch,1,7,0.4,10,685.5,685.5,1368.6,Grassed Waterway,,
051201080702,Turkey Run,2,14,1.1,10.7,533.3,533,1063.1,Grassed Waterway,,
051201080703,Charles Ludloe Ditch-North Fork Coal Creek,0,20,0,67.0313360882,521.591109556,559.574907243,1114.87249348,N/a,,
051201080704,Harrison Lake-Coal Creek,6,38,4.7,34.9257116621,3740.71646913,3742.35616849,7535.81488054,Grassed Waterway,,
051201080705,Headwaters East Fork Coal Creek,5,19,3.9,14.0080348944,481.7,481.7,959.6,Grassed Waterway,,
051201080706,Town of Hillsboro-East Fork Coal Creek,10,16,3.2222681359,11.4222681359,286.774559277,286.843578695,569.69214055,Fence,,
051201080707,Rose Cemetary-East Fork Coal Creek,14,42,4.82812213039,28.3361570248,1257.49184544,1259.36351865,2511.11767265,Grassed Waterway,,
051201080708,Dry Run-Coal Creek,20,57,14.81,48.01,2676.88515443,2683.51083232,5358.51689743,Grassed Waterway,,
051201080801,Spring Creek,3,4,8.1,17.6,44.1807279765,56.5919033786,114.094768766,Conservation Cover,,
051201080802,Jordan Creek,14,16,411.8,413.533930211,597.773444373,747.518970389,1498.55757854,Cover Crop,,
051201080803,Collette Pond-Wabash River,0,12,0,20.3,386.540704944,596.71249582,787.360156749,N/a,,
051201080901,Graham Creek,8,58,4.9,73.9,2173.16112992,2196.30230043,4479.76525983,Grassed Waterway,,
051201080902,Prairie Creek,5,21,5,38.9,1219.70662664,1234.2586996,2459.36930626,Grassed Waterway,,
051201080903,Cooper Chapel-Coal Creek,13,37,96.5,132,2004.01164549,1191.12685845,2395.21793301,Grassed Waterway,,
051201090701,Upper Jordan Creek,1,2,144.6,144.624104683,233.276738321,294.903708272,589.597453465,Cover Crop,,
051201090702,Little Creek,5,5,541.4,541.4,865.240560522,1095.34862674,2189.16764297,Cover Crop,,
051201090703,Whipporwill Branch-Middle Branch,6,6,429.1,429.1,731.279016773,914.103564563,1827.01185721,Cover Crop,,
051201090704,Middle Jordan Creek,0,0,0,0,0,0,0,N/a,,
051201090705,Lower Jordan Creek,0,0,0,0,0,0,0,N/a,,
051201090801,Leuch Ditch,3,5,315.7,321.665748393,346.062420823,481.712091525,961.449582223,Cover Crop,,
051201090802,Prairie Green-North Fork Vermilion River,0,0,0,0,0,0,0,N/a,,
051201090902,Hoffman Cemetery-Stony Creek,3,3,157.6,157.6,283.275113125,350.433468719,700.434331829,Cover Crop,,
051201090903,Lick Creek,0,0,0,0,0,0,0,N/a,,
051201090905,Coal Branch,5,11,142.4,151.6,299.319558334,354.454651195,747.84971102,Cover Crop,,
051201100101,Mallott Ditch-Sugar Creek,19,27,750.8,763,1342.39350794,1686.30408716,3370.33542312,Cover Crop,,
051201100102,Scott Wincoup Ditch-Sugar Creek,6,15,548.5,555.5,1646.42553537,1891.86272975,3782.07314523,Cover Crop,,
051201100103,Mud Creek,3,4,36.2,41.2,49.3608209593,66.1773402213,132.232745823,Cover Crop,,
051201100104,Rose Ditch-Brown Wonder Creek,11,16,363.4,367.3,525.563918627,664.726476423,1328.23341612,Cover Crop,,
051201100105,Barnes Ditch-Sugar Creek,1,2,12.4,14.6,186.113178175,193.996752432,381.958585976,Cover Crop,,
051201100106,Reagan Run,2,8,118,126.512052342,1143.69228188,1199.04354536,2397.81300408,Cover Crop,,
051201100107,Spring Creek-Sugar Creek,12,15,347.2,351.8,765.769439279,897.398546991,1794.33330261,Cover Crop,,
051201100108,Brush Creek-Sugar Creek,3,3,8.5,8.5,16.4660297845,18.8338883376,37.6545594549,Riparian Forest Buffer,,
051201100201,Headwaters Little Potatoe Creek,0,0,0,0,0,0,0,N/a,,
051201100202,Bowers Creek,7,14,14.2,22.5160697888,415.363867432,425.721148431,851.369948982,Grassed Waterway,,
051201100203,Lye Creek Drain,0,4,0,1.7,141.6,141,284,N/a,,
051201100204,Little Potatoe Creek-Lye Creek,6,11,42.6,46.6,170.926652302,189.654432945,383.18362476,Grassed Waterway,,
051201100301,Little Creek-Little Sugar Creek,0,2,0,3.79311294766,271.2,270.9,542.8,N/a,,
051201100302,Little Sugar Creek,2,25,0.2,17.6,983.671707783,973.869510521,1946.81009786,Stream Crossing,,
051201100303,Town of Linnsburg-Walnut Fork Sugar Creek,7,28,62.3,101.816069789,1396.4863827,1435.61300004,2872.85421594,Grassed Waterway,,
051201100401,Sanitary Ditch-Prairie Creek,4,4,87.9,87.9,88.8880190551,122.74883815,245.252001986,Cover Crop,,
051201100402,Deer Creek-Prairie Creek,6,8,460.5,461.2,418.528908398,583.613475692,1164.97872919,Cover Crop,,
051201100403,Wolf Creek,1,6,107.81,116.91,2198.32172422,2208.35206207,4417.01057034,Cover Crop,,
051201100404,Goldsberry Creek-Sugar Creek,0,5,0,14.8,730.97836016,733.021371262,1465.72930068,N/a,,
051201100405,Withe Creek-Sugar Creek,23,28,53.5,61.3484389348,412.298950058,436.083232079,872.0195138,Upland Wildlife Habitat Management,,
051201100406,Hazel Creek-Sugar Creek,8,30,10,57.6,1397.96230548,1422.9911925,2842.8071984,Upland Wildlife Habitat Management,,
051201100407,Town of Garfield-Sugar Creek,0,4,0,1.2,58,58,113,N/a,,
051201100501,Headwaters Sugar Mill Creek,16,40,11,39,1918.42229798,1920.12608117,3861.54099252,Grassed Waterway,,
051201100601,Headwaters Black Creek,2,5,40.1,41.6,133.611832487,150.285348604,298.459522949,Cover Crop,,
051201100602,Liberty Chapel-Black Creek,20,46,15.5241046832,46.6241046832,3045.57630392,3048.3317792,6094.24475039,Upland Wildlife Habitat Management,,
051201100604,Mill Creek-Sugar Creek,12,31,66.8,151.8,662.812877028,735.108839616,1466.7130663,Grassed Waterway,,
051202010101,Owl Creek-White River,9,10,1298.3,1300.3,1929.69491176,2470.39598881,4937.12895948,Cover Crop,,
051202010102,Peach Creek-White River,0,5,0,3.1241046832,112,130,258,N/a,,
051202010103,Eightmile Creek-White River,0,7,0,9.4080348944,323.2,353.5,706,N/a,,
051202010104,Cabin Creek,0,2,0,14.6,19.8933880637,25.1993698569,50.3625012767,N/a,,
051202010105,Sparrow Creek-White River,0,3,0,54.6,110.041494783,137.716341696,275.226741706,N/a,,
051202010106,Little White River,11,30,141.5,303.048209366,813.000933733,990.106726217,1976.20682989,Cover Crop,,
051202010107,Little Stoney Creek-Stoney Creek,8,14,134.5,140.2,471.222898001,525.082371287,1050.80006055,Cover Crop,,
051202010108,Prairie Creek Reservoir-Prairie Creek,1,1,1.1,1.1,11.3,11.3,22.7,Grassed Waterway,,
051202010109,Mud Creek-White River,0,1,0,22,20.4529073464,25.4336731707,50.83557188,N/a,,
051202010110,Truitt Ditch-White River,6,6,31,31,47.885179966,61.519738987,122.94705985,Cover Crop,,
051202010111,Hamilton Ditch-Muncie Creek,0,0,0,0,0,0,0,N/a,,
051202010201,Little Buck Creek-Buck Creek,0,0,0,0,0,0,0,N/a,,
051202010202,Bethel Brook-Bell Creek,1,1,25.8,25.8,72,98,195,CREP CP 23A Wetland Restoration - Non-floodplain,,
051202010203,No Name Creek-Bell Creek,0,0,0,0,0,0,0,N/a,,
051202010204,Macedonia Creek-Buck Creek,2,4,0.0592286501377,0.259228650138,18.6229452147,16.489582932,32.9973809526,Heavy Use Area Protection,,
051202010301,Mud Creek-Killbuck Creek,0,0,0,0,0,0,0,N/a,,
051202010302,Jakes Creek,0,0,0,0,0,0,0,N/a,,
051202010303,Thruston Ditch-Killbuck Creek,0,0,0,0,0,0,0,N/a,,
051202010304,Little Killbuck Creek,0,9,0,38.1,107.355876751,131.543227342,262.914439878,N/a,,
051202010305,York Prairie Creek-White River,0,3,0,0.4,13.967208911,12.367187199,24.7480357145,N/a,,
051202010306,Shoemaker Ditch-White River,0,0,0,0,0,0,0,N/a,,
051202010307,Moon Branch-Killbuck Creek,0,0,0,0,0,0,0,N/a,,
051202010308,Turkey Creek-White River,0,0,0,0,0,0,0,N/a,,
051202010309,Elm Run-Indian Creek,1,2,66,66.5,122.369817093,150.265345854,300.343326189,Cover Crop,,
051202010310,Town of Perkinsville-White River,3,9,200.9,213.6,327.479725284,423.294211897,845.932388976,Cover Crop,,
051202010401,Yeager Finley Menard Ditch-Pipe Creek,0,0,0,0,0,0,0,N/a,,
051202010402,Stem Run-Pipe Creek,0,0,0,0,0,0,0,N/a,,
051202010403,Star Creek-Mud Creek,0,1,0,27.2,53.7765077502,72.6465799436,145.153473929,N/a,,
051202010404,Polecat Creek-Pipe Creek,0,0,0,0,0,0,0,N/a,,
051202010405,Lilly Creek-Pipe Creek,4,4,183.9,183.9,289.349404528,373.611535517,746.647914874,Cover Crop,,
051202010406,Swanfelt Ditch-Pipe Creek,0,0,0,0,0,0,0,N/a,,
051202010407,Shell Cemetary-Pipe Creek,2,4,77.41,81.91,123.858015005,159.311901241,318.382362841,CREP CP 31 Bottom Timber Establishment on Wetland,,
051202010501,Todd Ditch-Duck Creek,0,0,0,0,0,0,0,N/a,,
051202010502,Little Duck Creek-Big Duck Creek,0,0,0,0,0,0,0,N/a,,
051202010503,Polywog Creek-Duck Creek,0,1,0,3.4,8.18830906669,10.7159902265,21.4136184839,N/a,,
051202010504,Bear Creek,0,2,0,3.31496786042,5.62737368338,6.4558154933,12.9067860776,N/a,,
051202010505,Lamberson Ditch-Duck Creek,0,1,0,1.3,1.55206341208,1.77510529222,3.54903455586,N/a,,
051202010601,Prairie Creek,0,4,0,7.4,137,399,573,N/a,,
051202010602,Cox Ditch,1,2,38,38.4820936639,151.034302278,202.060495855,404.009870521,Cover Crop,,
051202010603,Dixon Creek-Cicero Creek,7,9,226.2,229.3,399.474998473,548.44205061,1087.04424283,Cover Crop,,
